550	1750	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1750	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1800	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1850	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1900	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	1950	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	0	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	0	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	220	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	220	220	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
550	2000	440	440	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
