750	650	0	520	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	650	0	260	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	650	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	650	260	520	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	650	260	260	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	650	520	520	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	700	0	560	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	700	0	280	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	700	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	700	280	560	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	700	280	280	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	700	560	560	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	750	0	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	750	0	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	750	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	750	300	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	750	300	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	750	600	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	800	0	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	800	0	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	800	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	800	300	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	800	300	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	800	600	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	850	0	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	850	0	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	850	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	850	300	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	850	300	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	850	600	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	900	0	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	900	0	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	900	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	900	300	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	900	300	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	900	600	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	950	0	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	950	0	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	950	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	950	300	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	950	300	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	950	600	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	1000	0	600	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	1000	0	300	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
750	1000	0	0	-1e+06		-1e+06		-1e+06		-1e+06		-1e+06		-1e+06
